1,2025-02-10 11:12:13.122000,Daždivé,12.5,2025-02-10 11:42:13.122000,Oblačno
183,2024-08-19 01:00:00.000000,Letná búrka,27.4,2024-08-19 14:14:00.000000,Sucho
184,2024-05-29 01:00:00.000000,Hmla,19.1,2024-05-29 17:55:00.000000,Dážď
185,2024-07-10 01:00:00.000000,Horúčavy,33.2,2024-07-10 08:50:00.000000,Dusno
186,2024-04-30 01:00:00.000000,Búrky,13,2024-04-30 13:46:00.000000,Hmla
187,2024-12-25 01:00:00.000000,Husté sneženie,2.9,2024-12-25 12:32:00.000000,Poľadovica
188,2024-06-19 01:00:00.000000,Dusno,25.5,2024-06-19 17:00:00.000000,Letná búrka
189,2024-09-19 01:00:00.000000,Veterno,5.3,2024-09-19 14:12:00.000000,Zamračené
190,2024-06-30 01:00:00.000000,Dusno,26,2024-06-30 13:16:00.000000,Letná búrka
191,2025-01-19 01:00:00.000000,Zamračené,-10.2,2025-01-19 10:56:00.000000,Sneženie
192,2024-10-07 01:00:00.000000,Daždivo,11.5,2024-10-07 10:33:00.000000,Veterno
193,2024-04-08 01:00:00.000000,Polooblačno,10.6,2024-04-08 16:55:00.000000,Búrky
194,2024-11-29 01:00:00.000000,Zamračené,4.5,2024-11-29 17:48:00.000000,Mierne sneženie
195,2024-04-20 01:00:00.000000,Polooblačno,6.3,2024-04-20 13:44:00.000000,Búrky
196,2025-02-09 01:00:00.000000,Mráz,-9.5,2025-02-09 09:30:00.000000,Husté sneženie
197,2024-10-15 01:00:00.000000,Veterno,1.7,2024-10-15 08:21:00.000000,Zamračené
198,2024-09-27 01:00:00.000000,Hmla,0.6,2024-09-27 17:16:00.000000,Daždivo
199,2024-06-18 01:00:00.000000,Horúčavy,15.3,2024-06-18 16:14:00.000000,Dusno
200,2024-07-31 01:00:00.000000,Horúčavy,16,2024-07-31 11:25:00.000000,Dusno
201,2024-12-20 01:00:00.000000,Poľadovica,-11.6,2024-12-20 08:44:00.000000,Zamračené
202,2024-06-29 01:00:00.000000,Dusno,33.2,2024-06-29 12:25:00.000000,Letná búrka
203,2024-07-17 01:00:00.000000,Dusno,31.7,2024-07-17 17:16:00.000000,Letná búrka
204,2024-09-19 01:00:00.000000,Veterno,3.7,2024-09-19 17:08:00.000000,Zamračené
205,2024-03-03 01:00:00.000000,Prehánky,6,2024-03-03 08:47:00.000000,Polooblačno
206,2024-07-24 01:00:00.000000,Letná búrka,28.5,2024-07-24 13:28:00.000000,Sucho
207,2024-11-04 01:00:00.000000,Zamračené,13.3,2024-11-04 07:06:00.000000,Mierne sneženie
208,2024-10-20 01:00:00.000000,Veterno,3.1,2024-10-20 10:00:00.000000,Zamračené
209,2024-04-03 01:00:00.000000,Hmla,10.7,2024-04-03 14:52:00.000000,Dážď
210,2024-06-25 01:00:00.000000,Horúčavy,22,2024-06-25 17:20:00.000000,Dusno
211,2024-08-26 01:00:00.000000,Letná búrka,17,2024-08-26 06:50:00.000000,Sucho
212,2024-12-01 01:00:00.000000,Mráz,-1.2,2024-12-01 09:53:00.000000,Husté sneženie
213,2024-05-26 01:00:00.000000,Búrky,13.5,2024-05-26 10:37:00.000000,Hmla
214,2024-09-19 01:00:00.000000,Zamračené,12.4,2024-09-19 14:21:00.000000,Mierne sneženie
215,2024-04-20 01:00:00.000000,Hmla,14.7,2024-04-20 16:12:00.000000,Dážď
216,2024-10-02 01:00:00.000000,Veterno,6.1,2024-10-02 12:56:00.000000,Zamračené
217,2025-01-07 01:00:00.000000,Husté sneženie,0.7,2025-01-07 13:48:00.000000,Poľadovica
218,2024-06-03 01:00:00.000000,Horúčavy,26.6,2024-06-03 06:12:00.000000,Dusno
219,2024-03-30 01:00:00.000000,Hmla,14.1,2024-03-30 10:12:00.000000,Dážď
220,2024-03-08 01:00:00.000000,Dážď,15.3,2024-03-08 11:09:00.000000,Prehánky
221,2024-07-24 01:00:00.000000,Letná búrka,24.7,2024-07-24 09:42:00.000000,Sucho
222,2025-01-29 01:00:00.000000,Poľadovica,-8.1,2025-01-29 16:48:00.000000,Zamračené
223,2024-10-21 01:00:00.000000,Daždivo,9.2,2024-10-21 06:37:00.000000,Veterno
224,2025-01-17 01:00:00.000000,Husté sneženie,-9.2,2025-01-17 16:46:00.000000,Poľadovica
225,2024-08-11 01:00:00.000000,Letná búrka,22,2024-08-11 14:00:00.000000,Sucho
226,2024-03-09 01:00:00.000000,Prehánky,1.2,2024-03-09 11:12:00.000000,Polooblačno
227,2024-02-28 01:00:00.000000,Sneženie,-7.2,2024-02-28 14:42:00.000000,Mráz
228,2024-12-21 01:00:00.000000,Poľadovica,-1.5,2024-12-21 15:51:00.000000,Zamračené
229,2024-11-11 01:00:00.000000,Zamračené,1,2024-11-11 14:07:00.000000,Mierne sneženie
230,2024-10-21 01:00:00.000000,Veterno,7,2024-10-21 13:43:00.000000,Zamračené
231,2024-05-31 01:00:00.000000,Polooblačno,0.1,2024-05-31 12:55:00.000000,Búrky
232,2024-07-31 01:00:00.000000,Letná búrka,34.6,2024-07-31 12:56:00.000000,Sucho
233,2024-08-18 01:00:00.000000,Slnečno,35.5,2024-08-18 10:05:00.000000,Horúčavy
234,2024-11-04 01:00:00.000000,Hmla,11,2024-11-04 11:13:00.000000,Daždivo
235,2024-08-20 01:00:00.000000,Dusno,26.6,2024-08-20 11:20:00.000000,Letná búrka
236,2024-09-03 01:00:00.000000,Mierne sneženie,10.6,2024-09-03 16:37:00.000000,Hmla
237,2024-06-07 01:00:00.000000,Sucho,17,2024-06-07 17:53:00.000000,Slnečno
238,2024-07-28 01:00:00.000000,Letná búrka,15.4,2024-07-28 11:27:00.000000,Sucho
239,2024-07-23 01:00:00.000000,Letná búrka,32.9,2024-07-23 17:00:00.000000,Sucho
240,2024-07-18 01:00:00.000000,Sucho,27.3,2024-07-18 17:49:00.000000,Slnečno
241,2024-08-16 01:00:00.000000,Sucho,15.2,2024-08-16 16:34:00.000000,Slnečno
242,2024-11-10 01:00:00.000000,Mierne sneženie,15,2024-11-10 10:07:00.000000,Hmla
243,2024-09-09 01:00:00.000000,Hmla,2.8,2024-09-09 07:50:00.000000,Daždivo
244,2024-02-26 01:00:00.000000,Sneženie,-7.7,2024-02-26 07:18:00.000000,Mráz
245,2024-02-20 01:00:00.000000,Poľadovica,-0.6,2024-02-20 10:23:00.000000,Zamračené
246,2024-10-30 01:00:00.000000,Mierne sneženie,4.7,2024-10-30 11:40:00.000000,Hmla
247,2025-01-11 01:00:00.000000,Poľadovica,-1.6,2025-01-11 10:02:00.000000,Zamračené
248,2024-09-25 01:00:00.000000,Veterno,13.7,2024-09-25 08:17:00.000000,Zamračené
249,2024-07-07 01:00:00.000000,Horúčavy,36.3,2024-07-07 12:54:00.000000,Dusno
250,2024-05-30 01:00:00.000000,Dážď,16,2024-05-30 15:34:00.000000,Prehánky
251,2024-10-06 01:00:00.000000,Hmla,6.8,2024-10-06 12:16:00.000000,Daždivo
252,2024-08-27 01:00:00.000000,Slnečno,29.3,2024-08-27 14:57:00.000000,Horúčavy
253,2024-04-16 01:00:00.000000,Prehánky,18.9,2024-04-16 13:10:00.000000,Polooblačno
254,2025-01-31 01:00:00.000000,Sneženie,0.8,2025-01-31 16:04:00.000000,Mráz
255,2025-01-15 01:00:00.000000,Sneženie,-0.8,2025-01-15 07:50:00.000000,Mráz
256,2024-10-21 01:00:00.000000,Daždivo,12,2024-10-21 09:00:00.000000,Veterno
257,2024-03-17 01:00:00.000000,Dážď,8.8,2024-03-17 08:24:00.000000,Prehánky
258,2025-01-15 01:00:00.000000,Husté sneženie,-4.5,2025-01-15 11:15:00.000000,Poľadovica
259,2024-08-12 01:00:00.000000,Horúčavy,33.5,2024-08-12 17:12:00.000000,Dusno
260,2024-10-13 01:00:00.000000,Daždivo,14.1,2024-10-13 11:46:00.000000,Veterno
261,2025-01-18 01:00:00.000000,Husté sneženie,3.8,2025-01-18 07:21:00.000000,Poľadovica
262,2024-08-23 01:00:00.000000,Slnečno,22.7,2024-08-23 06:21:00.000000,Horúčavy
263,2025-01-23 01:00:00.000000,Mráz,-4.6,2025-01-23 08:32:00.000000,Husté sneženie
264,2024-07-04 01:00:00.000000,Letná búrka,18.3,2024-07-04 16:41:00.000000,Sucho
265,2024-06-28 01:00:00.000000,Sucho,32.7,2024-06-28 08:42:00.000000,Slnečno
266,2024-09-29 01:00:00.000000,Zamračené,11.6,2024-09-29 15:07:00.000000,Mierne sneženie
267,2024-08-28 01:00:00.000000,Horúčavy,39.5,2024-08-28 11:36:00.000000,Dusno
268,2024-08-23 01:00:00.000000,Slnečno,22.8,2024-08-23 16:30:00.000000,Horúčavy
269,2024-04-12 01:00:00.000000,Hmla,19.1,2024-04-12 12:03:00.000000,Dážď
270,2025-01-29 01:00:00.000000,Poľadovica,-10.4,2025-01-29 14:40:00.000000,Zamračené
271,2024-08-06 01:00:00.000000,Sucho,21.3,2024-08-06 15:18:00.000000,Slnečno
272,2024-11-22 01:00:00.000000,Daždivo,13.9,2024-11-22 07:07:00.000000,Veterno
273,2024-05-27 01:00:00.000000,Prehánky,8.1,2024-05-27 15:09:00.000000,Polooblačno
274,2024-04-17 01:00:00.000000,Búrky,18.1,2024-04-17 11:06:00.000000,Hmla
275,2024-06-25 01:00:00.000000,Dusno,32.5,2024-06-25 08:43:00.000000,Letná búrka
276,2024-08-18 01:00:00.000000,Letná búrka,33.7,2024-08-18 10:00:00.000000,Sucho
277,2024-07-31 01:00:00.000000,Letná búrka,18.1,2024-07-31 10:11:00.000000,Sucho
278,2024-07-17 01:00:00.000000,Slnečno,20.3,2024-07-17 12:27:00.000000,Horúčavy
279,2024-09-28 01:00:00.000000,Mierne sneženie,9.4,2024-09-28 10:28:00.000000,Hmla
280,2024-04-21 01:00:00.000000,Búrky,5.7,2024-04-21 07:42:00.000000,Hmla
281,2024-02-24 01:00:00.000000,Poľadovica,2.8,2024-02-24 11:04:00.000000,Zamračené
282,2024-11-26 01:00:00.000000,Veterno,4.1,2024-11-26 13:17:00.000000,Zamračené
283,2024-05-06 01:00:00.000000,Búrky,4.6,2024-05-06 08:01:00.000000,Hmla
284,2024-07-30 01:00:00.000000,Slnečno,15.8,2024-07-30 15:22:00.000000,Horúčavy
285,2024-09-22 01:00:00.000000,Veterno,3.9,2024-09-22 15:40:00.000000,Zamračené
286,2024-08-07 01:00:00.000000,Letná búrka,17.1,2024-08-07 08:01:00.000000,Sucho
287,2024-11-19 01:00:00.000000,Mierne sneženie,4.7,2024-11-19 12:53:00.000000,Hmla
288,2024-09-01 01:00:00.000000,Zamračené,10.5,2024-09-01 16:32:00.000000,Mierne sneženie
289,2024-10-26 01:00:00.000000,Daždivo,13.2,2024-10-26 17:15:00.000000,Veterno
290,2024-10-25 01:00:00.000000,Daždivo,8.1,2024-10-25 07:40:00.000000,Veterno
291,2024-06-13 01:00:00.000000,Horúčavy,27.1,2024-06-13 14:49:00.000000,Dusno
292,2024-08-30 01:00:00.000000,Sucho,33,2024-08-30 11:28:00.000000,Slnečno
293,2024-08-05 01:00:00.000000,Letná búrka,38.2,2024-08-05 08:39:00.000000,Sucho
294,2024-10-16 01:00:00.000000,Mierne sneženie,2.2,2024-10-16 15:20:00.000000,Hmla
295,2024-04-12 01:00:00.000000,Polooblačno,15.3,2024-04-12 17:33:00.000000,Búrky
296,2024-04-15 01:00:00.000000,Polooblačno,12.1,2024-04-15 14:48:00.000000,Búrky
297,2024-06-10 01:00:00.000000,Letná búrka,23.8,2024-06-10 15:22:00.000000,Sucho
298,2024-06-15 01:00:00.000000,Dusno,29.6,2024-06-15 08:56:00.000000,Letná búrka
299,2024-04-16 01:00:00.000000,Polooblačno,5.4,2024-04-16 16:34:00.000000,Búrky
300,2024-10-29 01:00:00.000000,Mierne sneženie,8.4,2024-10-29 14:49:00.000000,Hmla
301,2024-11-23 01:00:00.000000,Zamračené,8.9,2024-11-23 11:48:00.000000,Mierne sneženie
302,2024-03-22 01:00:00.000000,Hmla,8,2024-03-22 17:29:00.000000,Dážď
303,2024-09-11 01:00:00.000000,Hmla,10.9,2024-09-11 13:42:00.000000,Daždivo
304,2024-07-07 01:00:00.000000,Dusno,18.5,2024-07-07 06:05:00.000000,Letná búrka
305,2024-06-17 01:00:00.000000,Slnečno,23.1,2024-06-17 16:09:00.000000,Horúčavy
306,2024-11-23 01:00:00.000000,Zamračené,2.9,2024-11-23 09:49:00.000000,Mierne sneženie
307,2024-06-29 01:00:00.000000,Slnečno,29.5,2024-06-29 12:26:00.000000,Horúčavy
308,2024-10-13 01:00:00.000000,Hmla,7.2,2024-10-13 06:54:00.000000,Daždivo
309,2024-09-11 01:00:00.000000,Zamračené,8.3,2024-09-11 15:30:00.000000,Mierne sneženie
310,2024-03-09 01:00:00.000000,Polooblačno,6,2024-03-09 13:34:00.000000,Búrky
311,2024-09-05 01:00:00.000000,Mierne sneženie,10.5,2024-09-05 17:43:00.000000,Hmla
312,2024-05-10 01:00:00.000000,Búrky,4.9,2024-05-10 16:44:00.000000,Hmla
313,2025-01-10 01:00:00.000000,Husté sneženie,-9.8,2025-01-10 07:48:00.000000,Poľadovica
314,2025-01-18 01:00:00.000000,Poľadovica,-5.5,2025-01-18 07:53:00.000000,Zamračené
315,2024-11-24 01:00:00.000000,Veterno,12.4,2024-11-24 16:29:00.000000,Zamračené
316,2024-02-24 01:00:00.000000,Mráz,-14.8,2024-02-24 08:25:00.000000,Husté sneženie
317,2024-05-24 01:00:00.000000,Polooblačno,4.1,2024-05-24 09:23:00.000000,Búrky
318,2024-12-16 01:00:00.000000,Zamračené,-10.4,2024-12-16 14:12:00.000000,Sneženie
319,2024-08-30 01:00:00.000000,Horúčavy,23.2,2024-08-30 10:17:00.000000,Dusno
320,2024-10-31 01:00:00.000000,Zamračené,12.6,2024-10-31 07:11:00.000000,Mierne sneženie
321,2024-12-11 01:00:00.000000,Mráz,-0.1,2024-12-11 06:48:00.000000,Husté sneženie
322,2024-05-31 01:00:00.000000,Prehánky,14.3,2024-05-31 13:31:00.000000,Polooblačno
323,2024-08-21 01:00:00.000000,Horúčavy,30,2024-08-21 11:24:00.000000,Dusno
324,2024-09-24 01:00:00.000000,Hmla,9.9,2024-09-24 08:20:00.000000,Daždivo
325,2025-01-25 01:00:00.000000,Zamračené,3.6,2025-01-25 12:35:00.000000,Sneženie
326,2024-10-21 01:00:00.000000,Mierne sneženie,7.2,2024-10-21 15:18:00.000000,Hmla
327,2024-09-12 01:00:00.000000,Mierne sneženie,8.9,2024-09-12 14:41:00.000000,Hmla
328,2024-11-14 01:00:00.000000,Zamračené,4.1,2024-11-14 06:54:00.000000,Mierne sneženie
329,2024-11-07 01:00:00.000000,Zamračené,9.9,2024-11-07 17:52:00.000000,Mierne sneženie
330,2024-03-07 01:00:00.000000,Hmla,11.9,2024-03-07 17:46:00.000000,Dážď
331,2024-08-31 01:00:00.000000,Dusno,32.8,2024-08-31 08:03:00.000000,Letná búrka
332,2024-07-18 01:00:00.000000,Horúčavy,27.1,2024-07-18 17:54:00.000000,Dusno
333,2024-10-15 01:00:00.000000,Veterno,10.5,2024-10-15 09:50:00.000000,Zamračené
334,2024-12-07 01:00:00.000000,Husté sneženie,-8.7,2024-12-07 14:37:00.000000,Poľadovica
335,2024-05-30 01:00:00.000000,Hmla,17.3,2024-05-30 15:52:00.000000,Dážď
336,2024-11-29 01:00:00.000000,Daždivo,1,2024-11-29 09:55:00.000000,Veterno
337,2024-10-16 01:00:00.000000,Daždivo,11.5,2024-10-16 07:48:00.000000,Veterno
338,2024-03-10 01:00:00.000000,Dážď,6.9,2024-03-10 09:00:00.000000,Prehánky
339,2025-01-11 01:00:00.000000,Mráz,-0.5,2025-01-11 07:09:00.000000,Husté sneženie
340,2024-11-10 01:00:00.000000,Mierne sneženie,7.8,2024-11-10 11:56:00.000000,Hmla
341,2024-10-16 01:00:00.000000,Daždivo,8.3,2024-10-16 09:42:00.000000,Veterno
342,2025-01-19 01:00:00.000000,Zamračené,-3.8,2025-01-19 14:33:00.000000,Sneženie
343,2024-07-19 01:00:00.000000,Dusno,16.6,2024-07-19 15:17:00.000000,Letná búrka
344,2024-08-03 01:00:00.000000,Horúčavy,23.2,2024-08-03 17:43:00.000000,Dusno
345,2024-09-08 01:00:00.000000,Zamračené,12.3,2024-09-08 11:18:00.000000,Mierne sneženie
346,2025-01-24 01:00:00.000000,Poľadovica,0.2,2025-01-24 12:13:00.000000,Zamračené
347,2024-05-15 01:00:00.000000,Dážď,0.2,2024-05-15 17:14:00.000000,Prehánky
348,2024-10-02 01:00:00.000000,Daždivo,11.7,2024-10-02 12:54:00.000000,Veterno
349,2024-04-29 01:00:00.000000,Polooblačno,15.3,2024-04-29 06:39:00.000000,Búrky
350,2024-07-22 01:00:00.000000,Slnečno,21.5,2024-07-22 08:27:00.000000,Horúčavy
351,2025-01-11 01:00:00.000000,Husté sneženie,-6.8,2025-01-11 17:11:00.000000,Poľadovica
352,2025-01-13 01:00:00.000000,Poľadovica,-10.9,2025-01-13 13:55:00.000000,Zamračené
353,2024-12-05 01:00:00.000000,Poľadovica,3,2024-12-05 09:30:00.000000,Zamračené
354,2024-08-13 01:00:00.000000,Letná búrka,21.9,2024-08-13 14:37:00.000000,Sucho
355,2024-04-22 01:00:00.000000,Prehánky,14.1,2024-04-22 09:05:00.000000,Polooblačno
356,2025-01-20 01:00:00.000000,Poľadovica,-14.2,2025-01-20 10:28:00.000000,Zamračené
357,2025-01-30 01:00:00.000000,Mráz,1.6,2025-01-30 16:38:00.000000,Husté sneženie
358,2025-01-23 01:00:00.000000,Mráz,4.5,2025-01-23 12:17:00.000000,Husté sneženie
359,2024-05-23 01:00:00.000000,Búrky,8.7,2024-05-23 10:28:00.000000,Hmla
360,2024-11-10 01:00:00.000000,Zamračené,5.9,2024-11-10 12:07:00.000000,Mierne sneženie
361,2024-05-19 01:00:00.000000,Polooblačno,5.1,2024-05-19 08:27:00.000000,Búrky
362,2024-10-10 01:00:00.000000,Hmla,14.3,2024-10-10 07:49:00.000000,Daždivo
363,2024-02-22 01:00:00.000000,Zamračené,-2.1,2024-02-22 12:39:00.000000,Sneženie
364,2024-07-13 01:00:00.000000,Letná búrka,33.6,2024-07-13 10:18:00.000000,Sucho
365,2024-11-29 01:00:00.000000,Veterno,0.7,2024-11-29 17:42:00.000000,Zamračené
366,2024-05-11 01:00:00.000000,Polooblačno,15.4,2024-05-11 07:31:00.000000,Búrky
367,2024-12-24 01:00:00.000000,Mráz,-2.4,2024-12-24 08:18:00.000000,Husté sneženie
368,2024-04-05 01:00:00.000000,Búrky,17.6,2024-04-05 14:38:00.000000,Hmla
369,2024-02-18 01:00:00.000000,Husté sneženie,0.6,2024-02-18 07:20:00.000000,Poľadovica
370,2024-11-21 01:00:00.000000,Zamračené,11.1,2024-11-21 06:55:00.000000,Mierne sneženie
371,2024-04-26 01:00:00.000000,Búrky,1.5,2024-04-26 13:37:00.000000,Hmla
372,2025-01-12 01:00:00.000000,Mráz,-13.4,2025-01-12 08:12:00.000000,Husté sneženie
373,2024-03-15 01:00:00.000000,Búrky,19.7,2024-03-15 12:11:00.000000,Hmla
374,2024-11-02 01:00:00.000000,Zamračené,12.3,2024-11-02 11:32:00.000000,Mierne sneženie
375,2024-05-14 01:00:00.000000,Polooblačno,2.7,2024-05-14 10:24:00.000000,Búrky
376,2024-03-07 01:00:00.000000,Prehánky,19.2,2024-03-07 14:18:00.000000,Polooblačno
377,2024-07-16 01:00:00.000000,Slnečno,17.6,2024-07-16 06:13:00.000000,Horúčavy
378,2024-11-26 01:00:00.000000,Daždivo,5.1,2024-11-26 14:56:00.000000,Veterno
379,2024-10-14 01:00:00.000000,Hmla,8.6,2024-10-14 14:04:00.000000,Daždivo
380,2025-01-22 01:00:00.000000,Zamračené,-10.6,2025-01-22 09:09:00.000000,Sneženie
381,2024-12-28 01:00:00.000000,Zamračené,-6.4,2024-12-28 12:08:00.000000,Sneženie
382,2024-07-02 01:00:00.000000,Slnečno,26.3,2024-07-02 17:56:00.000000,Horúčavy
383,2024-03-12 01:00:00.000000,Prehánky,10.2,2024-03-12 18:00:00.000000,Polooblačno
384,2024-12-18 01:00:00.000000,Zamračené,-1.6,2024-12-18 13:05:00.000000,Sneženie
385,2024-10-25 01:00:00.000000,Veterno,14.9,2024-10-25 15:01:00.000000,Zamračené
386,2024-02-12 01:00:00.000000,Poľadovica,-4,2024-02-12 07:01:00.000000,Zamračené
387,2024-10-02 01:00:00.000000,Veterno,2.7,2024-10-02 13:29:00.000000,Zamračené
388,2025-01-19 01:00:00.000000,Husté sneženie,-11.7,2025-01-19 15:28:00.000000,Poľadovica
389,2024-05-23 01:00:00.000000,Prehánky,16.1,2024-05-23 09:36:00.000000,Polooblačno
390,2024-03-24 01:00:00.000000,Búrky,6.4,2024-03-24 11:05:00.000000,Hmla
391,2024-12-30 01:00:00.000000,Poľadovica,-14.6,2024-12-30 08:30:00.000000,Zamračené
392,2024-10-19 01:00:00.000000,Zamračené,8.2,2024-10-19 09:37:00.000000,Mierne sneženie
393,2024-10-21 01:00:00.000000,Daždivo,12.2,2024-10-21 10:23:00.000000,Veterno
394,2024-06-29 01:00:00.000000,Slnečno,19.8,2024-06-29 09:02:00.000000,Horúčavy
395,2024-07-27 01:00:00.000000,Horúčavy,31.7,2024-07-27 13:33:00.000000,Dusno
396,2024-04-19 01:00:00.000000,Dážď,7.9,2024-04-19 14:52:00.000000,Prehánky
397,2024-09-05 01:00:00.000000,Daždivo,13.2,2024-09-05 11:59:00.000000,Veterno
398,2024-05-01 01:00:00.000000,Prehánky,2.1,2024-05-01 15:35:00.000000,Polooblačno
399,2024-10-24 01:00:00.000000,Veterno,4.3,2024-10-24 06:28:00.000000,Zamračené
400,2025-01-25 01:00:00.000000,Poľadovica,-9.8,2025-01-25 13:54:00.000000,Zamračené
401,2024-10-12 01:00:00.000000,Mierne sneženie,6.7,2024-10-12 07:07:00.000000,Hmla
402,2024-08-12 01:00:00.000000,Horúčavy,38.7,2024-08-12 12:47:00.000000,Dusno
403,2024-06-11 01:00:00.000000,Horúčavy,31.1,2024-06-11 14:53:00.000000,Dusno
404,2024-03-02 01:00:00.000000,Prehánky,5.2,2024-03-02 11:15:00.000000,Polooblačno
405,2024-08-04 01:00:00.000000,Sucho,39.6,2024-08-04 16:46:00.000000,Slnečno
406,2025-01-06 01:00:00.000000,Poľadovica,1.7,2025-01-06 16:03:00.000000,Zamračené
407,2024-05-07 01:00:00.000000,Polooblačno,13,2024-05-07 12:41:00.000000,Búrky
408,2024-02-19 01:00:00.000000,Poľadovica,-13.1,2024-02-19 10:49:00.000000,Zamračené
409,2025-02-03 01:00:00.000000,Mráz,-11.8,2025-02-03 12:23:00.000000,Husté sneženie
410,2024-03-17 01:00:00.000000,Búrky,10.8,2024-03-17 15:36:00.000000,Hmla
411,2024-02-23 01:00:00.000000,Mráz,-14.6,2024-02-23 13:10:00.000000,Husté sneženie
412,2024-10-20 01:00:00.000000,Hmla,12.4,2024-10-20 16:18:00.000000,Daždivo
413,2024-09-13 01:00:00.000000,Zamračené,13.6,2024-09-13 08:27:00.000000,Mierne sneženie
414,2025-01-10 01:00:00.000000,Poľadovica,-13.2,2025-01-10 08:20:00.000000,Zamračené
415,2024-03-18 01:00:00.000000,Polooblačno,4.4,2024-03-18 14:06:00.000000,Búrky
416,2024-08-25 01:00:00.000000,Dusno,20.3,2024-08-25 07:58:00.000000,Letná búrka
417,2024-09-30 01:00:00.000000,Daždivo,2.2,2024-09-30 15:02:00.000000,Veterno
418,2024-08-24 01:00:00.000000,Horúčavy,17.4,2024-08-24 13:18:00.000000,Dusno
419,2024-08-06 01:00:00.000000,Letná búrka,35.8,2024-08-06 13:49:00.000000,Sucho
420,2024-04-05 01:00:00.000000,Búrky,1.2,2024-04-05 10:20:00.000000,Hmla
421,2024-12-08 01:00:00.000000,Poľadovica,0.4,2024-12-08 07:59:00.000000,Zamračené
422,2024-12-13 01:00:00.000000,Sneženie,0.9,2024-12-13 06:03:00.000000,Mráz
423,2024-03-29 01:00:00.000000,Prehánky,17.4,2024-03-29 10:23:00.000000,Polooblačno
424,2024-06-17 01:00:00.000000,Dusno,26.5,2024-06-17 16:57:00.000000,Letná búrka
425,2025-01-25 01:00:00.000000,Sneženie,1.7,2025-01-25 17:14:00.000000,Mráz
426,2024-09-17 01:00:00.000000,Zamračené,11.5,2024-09-17 12:01:00.000000,Mierne sneženie
427,2024-08-04 01:00:00.000000,Horúčavy,35.3,2024-08-04 13:56:00.000000,Dusno
428,2024-12-21 01:00:00.000000,Sneženie,2,2024-12-21 10:01:00.000000,Mráz
429,2025-01-06 01:00:00.000000,Mráz,-14.4,2025-01-06 17:18:00.000000,Husté sneženie
430,2024-11-03 01:00:00.000000,Hmla,11.7,2024-11-03 12:45:00.000000,Daždivo
431,2024-08-13 01:00:00.000000,Letná búrka,28.8,2024-08-13 09:34:00.000000,Sucho
432,2024-05-16 01:00:00.000000,Polooblačno,3.2,2024-05-16 09:22:00.000000,Búrky
433,2024-10-17 01:00:00.000000,Daždivo,13.9,2024-10-17 17:10:00.000000,Veterno
434,2024-03-09 01:00:00.000000,Hmla,5.1,2024-03-09 13:55:00.000000,Dážď
435,2024-07-16 01:00:00.000000,Dusno,29.5,2024-07-16 09:05:00.000000,Letná búrka
436,2024-08-18 01:00:00.000000,Horúčavy,16.2,2024-08-18 13:25:00.000000,Dusno
437,2024-09-04 01:00:00.000000,Mierne sneženie,10.1,2024-09-04 14:17:00.000000,Hmla
438,2024-06-18 01:00:00.000000,Horúčavy,27.5,2024-06-18 12:17:00.000000,Dusno
439,2024-07-08 01:00:00.000000,Sucho,28.9,2024-07-08 12:40:00.000000,Slnečno
440,2024-03-21 01:00:00.000000,Prehánky,18.3,2024-03-21 14:57:00.000000,Polooblačno
441,2024-03-05 01:00:00.000000,Búrky,6.1,2024-03-05 07:54:00.000000,Hmla
442,2024-06-07 01:00:00.000000,Letná búrka,34.3,2024-06-07 16:13:00.000000,Sucho
443,2024-07-26 01:00:00.000000,Slnečno,27.7,2024-07-26 14:30:00.000000,Horúčavy
444,2025-01-04 01:00:00.000000,Sneženie,-2.9,2025-01-04 16:45:00.000000,Mráz
445,2024-02-23 01:00:00.000000,Mráz,-8.9,2024-02-23 06:13:00.000000,Husté sneženie
1910,2024-09-14 01:00:00.000000,Daždivo,8.3,2024-09-14 10:04:00.000000,Veterno
1911,2024-07-21 01:00:00.000000,Slnečno,28.1,2024-07-21 16:41:00.000000,Horúčavy
1912,2024-04-02 01:00:00.000000,Dážď,10.8,2024-04-02 13:22:00.000000,Prehánky
1913,2025-01-22 01:00:00.000000,Poľadovica,-2.8,2025-01-22 17:40:00.000000,Zamračené
1914,2024-12-15 01:00:00.000000,Sneženie,-2.4,2024-12-15 07:25:00.000000,Mráz
1915,2024-09-22 01:00:00.000000,Hmla,13.8,2024-09-22 13:34:00.000000,Daždivo
1916,2024-11-11 01:00:00.000000,Daždivo,0.2,2024-11-11 08:43:00.000000,Veterno
1917,2024-07-28 01:00:00.000000,Horúčavy,29.5,2024-07-28 14:19:00.000000,Dusno
1918,2024-05-19 01:00:00.000000,Prehánky,3.7,2024-05-19 12:36:00.000000,Polooblačno
1919,2024-07-15 01:00:00.000000,Letná búrka,19.4,2024-07-15 11:18:00.000000,Sucho
1920,2024-05-17 01:00:00.000000,Búrky,12.6,2024-05-17 16:13:00.000000,Hmla
1921,2024-03-04 01:00:00.000000,Búrky,14.5,2024-03-04 09:17:00.000000,Hmla
1922,2024-09-05 01:00:00.000000,Daždivo,8.6,2024-09-05 08:19:00.000000,Veterno
1923,2024-06-21 01:00:00.000000,Sucho,38,2024-06-21 09:26:00.000000,Slnečno
