4174,VELBIENNE 2 mg/1 mg filmom obalené tablety,1G,tbl flm 3x28 (blis.PVC/PVDC/Al),G03FA15,88,N,5.38
4175,"VELETRI 1,5 mg prášok na infúzny roztok",1G,"plv ifo 1x1,5 mg (liek.inj.skl.)",B01AC09,35,A,14.09
4176,Venclyxto 10 mg filmom obalené tablety,O,tbl flm 14 (7x2)x10 mg (blis.PVC/PE/PCTFE/Al-jednotl.dávka),L01XX52,15,A,7.4
4177,Venclyxto 100 mg filmom obalené tablety,O,tbl flm 112 (4x28)x100 mg (blis.PVC/PE/PCTFE/Al-jednotl.dávka),L01XX52,21,N,2.04
4178,Venclyxto 100 mg filmom obalené tablety,O,tbl flm 14 (7x2)x100 mg (blis.PVC/PE/PCTFE/Al-jednotl.dávka),L01XX52,8,N,10.91
4179,Venclyxto 100 mg filmom obalené tablety,O,tbl flm 7 (7x1)x100 mg (blis.PVC/PE/PCTFE/Al-jednotl.dávka),L01XX52,16,A,1.71
4180,Venclyxto 50 mg filmom obalené tablety,O,tbl flm 7 (7x1)x50 mg (blis.PVC/PE/PCTFE/Al-jednotl.dávka),L01XX52,100,N,13.64
4181,Venofer,O,sol inj 5x5 ml/100 mg (liek.skl.inj.),B03AC02,69,N,4.48
4182,Ventavis 10 mikrogramov/ml roztok na rozprašovanie,O,sol neb 30x2 ml/20 µg (amp.skl.),B01AC11,11,A,12.94
4183,Ventolin,O,sol neb 1x20 ml/100 mg (liek.skl.),R03AC02,35,N,11.77
4184,Ventolin Inhaler N,O,sus inh 1x200 dávok (obal Al tlak.),R03AC02,86,A,6.6
4185,VERAL 100 RETARD,1G,tbl plg 30(3x10)x100 mg (blis.PVC/Al),M01AB05,36,A,1.23
4186,VERAL 50 mg,1G,tbl ent 20x50 mg (blis.PVC/Al),M01AB05,40,A,1.12
4187,VERAL 50 mg,1G,tbl ent 50x50 mg (blis.PVC/Al),M01AB05,18,N,5.29
4188,VERAL 75 retard,1G,tbl plg 20(2x10)x75 mg (blis.PVC/Al),M01AB05,47,A,5.91
139,Airflusal Forspiro 50 mikrogramov/500 mikrogramov,1G,plv ido 1x60 dávok+1x inhalátor (blis.OPA/Al/PVC/Al+inhalátor),R03AK06,51,N,11.07
140,AJOVY 225 mg injekčný roztok naplnený v injekčnej striekačke,O,"sol inj 1x1,5 ml/225 mg (striek.inj.napl.skl.)",N02CD03,8,A,1.83
141,AJOVY 225 mg injekčný roztok naplnený v injekčnom pere,O,"sol inj 1x1,5 ml/225 mg (pero inj.napl.)",N02CD03,91,A,9.2
142,Akineton,O,sol inj 5x1 ml/5 mg,N04AA02,95,A,11.2
143,Akineton,O,tbl 50x2 mg (blis.PVC/Al),N04AA02,66,A,12.51
144,Akistan  50 mikrogramov/ml očná roztoková instilácia,1G,"int opo 1x2,5 ml (fľ.PE s kvapkadlom)",S01EE01,4,N,5.57
145,Akistan  50 mikrogramov/ml očná roztoková instilácia,1G,"int opo 3x2,5 ml (fľ.PE s kvapkadlom)",S01EE01,85,N,10.15
146,Aknemycin 2000,O,ung der 1x25 g (tuba Al),D10AF02,88,A,8.1
147,Aknemycin Plus,O,sol der 1x25 ml (fľ.skl.hnedá),D10AF52,25,A,11.74
148,Aknenormin 10,O,cps mol 30x10 mg (blis.PVC/PVDC/Al),D10BA01,26,N,9.08
149,Aknenormin 20,O,cps mol 30x20 mg (blis.PVC/PVDC/Al),D10BA01,27,N,2.08
150,Aknenormin 20,O,cps mol 60x20 mg (blis.PVC/PVDC/Al),D10BA01,65,N,3.31
151,AKTIPROL 200 mg tablety,1G,tbl 60x200 mg (blis.PVC/PVDC/Al),N05AL05,42,N,14.46
152,AKTIPROL 400 mg tablety,1G,tbl 60x400 mg (blis.PVC/PVDC/Al),N05AL05,57,A,6.51
153,"Akynzeo 300 mg/0,5 mg tvrdé kapsuly",O,"cps dur 1x300 mg/0,5 mg (blis.Al/Al)",A04AA55,72,N,5.01
154,Aladez,2G,tbl flm 30x600 mg (blis.PVC/PVDC/AI),A16AX01,36,A,11.62
155,Aladez,2G,tbl tlm 90x600 mg (blis.PVC/PVDC/AI),A16AX01,48,A,9.42
156,Albutein 50 g/l,O,sol inf 1x250 ml (fľ.skl.inf.),B05AA01,12,A,4.15
157,Albutein 50 g/l infúzny roztok,O,sol inf 1x250 ml (fľ.skl.),B05AA01,47,A,4.95
158,ALDARA 5 % krém,O,crm der 12x250 mg (vrecko PE/Al),D06BB10,59,N,10.13
159,Aldepla 25 mg,1G,tbl flm 30x25 mg (blis.PVC/Al),C03DA04,62,N,3.31
160,Aldepla 25 mg,1G,tbl flm 90x25 mg (blis.PVC/Al),C03DA04,70,N,5.23
161,Aldepla 50 mg,1G,tlb flm 90x50 mg (blis.PVC/Al),C03DA04,22,A,10.07
162,Aldurazyme,O,con inf 1x5 ml (100 U/ ml) (skl. liekov.),A16AB05,90,A,9.92
163,Alecensa 150 mg tvrdé kapsuly,O,cps dur 224 (4x56)x150 mg (blis.PA/Al/PVC),L01XE36,65,A,12.56
164,Alergimed,1G,tbl flm 30x5 mg (blis.Al/OPA/Al/PVC),R06AE09,56,A,8.76
165,Alergimed,1G,tbl flm 50x5 mg (blis.Al/OPA/Al/PVC),R06AE09,48,A,3.4
166,Alergimed,1G,tbl flm 90x5 mg (blis.Al/OPA/Al/PVC),R06AE09,21,N,7.33
167,Alerid,1G,tbl flm 100x10 mg,R06AE07,84,A,3.31
168,Alerid,1G,tbl flm 10x10 mg,R06AE07,70,A,14.58
169,Alerid,1G,tbl flm 20x10 mg,R06AE07,45,N,6.8
170,Alerid,1G,tbl flm 50x10 mg,R06AE07,23,N,9.72
171,"Aletro 2,5 mg filmom obalené tablety",1G,"tbl flm 30x2,5 mg (blis.PVC/PVDC/Al)",L02BG04,35,N,6.69
172,Alfakalcidol SANDOZ 1 µg mäkké kapsuly,1G,cps mol 30x1 µg (blis. PVC/PVDC/Al),A11CC03,41,N,10.92
173,Alfakalcidol SANDOZ 1 µg mäkké kapsuly,1G,cps mol 60x1 µg (blis. PVC/PVDC/Al),A11CC03,51,N,12.36
174,"ALFAMED 1,0 mikrogram",1G,cps mol 30x1 µg (fľ.HDPE s HDPE uzáver.),A11CC03,12,A,14.72
175,"ALFAMED 1,0 mikrogram",1G,cps mol 90x1 µg (fľ.HDPE s PP uzáver.),A11CC03,46,N,6.57
176,Alfuzosin Mylan 10 mg,1G,tbl plg 60x10 mg (blis.PVC/PVDC/Al),G04CA01,42,A,1.69
177,Alfuzosin Mylan 10 mg,1G,tbl plg 90x10 mg (blis.PVC/PVDC/Al),G04CA01,47,A,1.56
178,Alfuzosin Sandoz 10 mg tablety s predĺženým uvoľňovaním,1G,tbl plg 90x10 mg (blis.PVC/PVDC/Al),G04CA01,20,A,1.45
179,Algogesic 100 µg/ h transdermálna náplasť,2G,emp tdm 5x100 µg/1 h,N02AB03,18,N,13.46
180,Algogesic 25 µg/ h transdermálna náplasť,1G,emp tdm 5x25 µg/1 h,N02AB03,88,A,1.17
181,Algogesic 50 µg/ h transdermálna náplasť,1G,emp tdm 5x50 µg/1 h,N02AB03,4,A,9.71
182,"Alkapidan 0,5 mg/0,4 mg tvrdé kapsuly",1G,"cps dur 90x0,5 mg/0,4 mg (fľ.HDPE)",G04CA52,43,A,1.49
183,Allergodil,O,aer nas 1x10 ml (fľ.skl.hnedá),R01AC03,37,N,2.42
184,Allergodil očná instilácia,O,int opo 1x6 ml (fľ.HDPE),S01GX07,58,A,5.72
185,ALMIRAL,1G,sol inj 10x3 ml/75 mg (amp.skl.hnedá),M01AB05,91,A,10.27
186,Alofisel 5 miliónov buniek/ ml injekčná suspenzia,O,sus inj 4x6 ml/30 miliónov buniek,L04AX08,57,N,12.9
187,Alopurinol Sandoz 300 mg,2G,tbl 100x300 mg (blis.PVC/Al),M04AA01,63,N,2.09
188,Alopurinol Sandoz 300 mg,1G,tbl 30x300 mg (blis.PVC/Al),M04AA01,91,N,1.72
189,Aloxi 250 mikrogramov injekčný roztok,O,sol inj 1x5 ml/250 µg (liek.inj.skl.),A04AA05,28,A,1.73
190,Aloxi 500 mikrogramov mäkké kapsuly,O,cps mol 1x500 µg (blis.PA/Al/PVC),A04AA05,72,A,3.54
191,ALPHA D3 1 µg,O,cps mol 30x1 µg (fľaš.),A11CC03,72,A,5.35
192,ALPHA D3 1 µg,O,cps mol 90x1 µg (fľaš.),A11CC03,70,A,14.36
193,Alpicort 2 mg/ml + 4 mg/ml dermálny roztok,O,sol der 1x100 ml (fľ.skl.),D07XA02,28,A,14.83
194,"Alpicort F 0,05 mg/ml + 2 mg/ml + 4 mg/ml dermálny roztok",1G,sol der 1x100 ml (fľ.skl.),D07XA02,74,A,8.62
195,ALPROLIX 1000 IU prášok a rozpúšťadlo na injekčný roztok,O,plv iol 1x1000 IU + 5 ml solv. (liek.inj.skl.),B02BD04,7,N,9.59
196,ALPROLIX 2000 IU prášok a rozpúšťadlo na injekčný roztok,O,plv iol 1x2000 IU + 5 ml solv. (liek.inj.skl.),B02BD04,88,N,11.6
197,ALPROLIX 250 IU prášok a rozpúšťadlo na injekčný roztok,O,plv iol 1x250 IU + 5 ml solv. (liek.inj.skl.),B02BD04,65,A,3.53
198,ALPROLIX 3000 IU prášok a rozpúšťadlo na injekčný roztok,O,plv iol 1x3000 IU + 5 ml solv. (liek.inj.skl.),B02BD04,24,A,14.82
199,ALPROLIX 500 IU prášok a rozpúšťadlo na injekčný roztok,O,plv iol 1x500 IU + 5 ml solv. (liek.inj.skl.),B02BD04,89,A,5.15
200,ALPROSTAN,1G,"con inf 10x0,2 ml/0,1 mg (amp.skl.)",C01EA01,43,A,1.96
201,ALPROSTAPINT 20 µg/ ml,1G,con inf 5x1 ml/20 µg,C01EA01,52,N,2.81
202,Alutard SQ,O,sus inj 1x5 ml (liek.inj.skl.),V01AA,100,A,3.43
203,Alutard SQ,O,sus inj 4x5 ml (liek.inj.skl.),V01AA,2,A,5
204,Alventa 150 mg,1G,cps pld 30x150 mg (blis.Al/PVC/PVDC),N06AX16,23,A,13.44
205,Alventa 150 mg,1G,cps pld 60x150 mg (blis.Al/PVC/PVDC),N06AX16,14,N,3.03
206,"Alventa 37,5 mg",1G,"cps pld 28x37,5 mg (blis.Al/PVC/PVDC)",N06AX16,100,A,6.03
207,Alventa 75 mg,1G,cps pld 30x75 mg (blis.Al/PVC/PVDC),N06AX16,9,N,7.2
208,Alventa 75 mg,1G,cps pld 60x75 mg (blis.Al/PVC/PVDC),N06AX16,11,N,5.57
209,Alvesco 160 Inhalátor,O,sol inh 120x160 µg (obal Al tlak.),R03BA08,15,A,12.08
210,Alymsys 25 mg/ml koncentrát na infúzny roztok,2B,con inf 1x16 ml/400 mg (liek.inj.skl.),L01FG01,18,N,7.87
211,Alymsys 25 mg/ml koncentrát na infúzny roztok,2B,con inf 1x4 ml/100 mg (liek.inj.skl.),L01FG01,65,A,4.32
212,ALYOSTAL PRICK,O,"sol inj 1x3 ml (100 IR/ml, 100 IC/ml, 1000 IC/ml) (liek.skl.)",V01AA20,3,A,13.66
213,Amarhyton 100 mg tvrdé kapsuly s predĺženým uvoľňovaním,1G,cps pld 30x100 mg (blis.PVC/PVDC/Al),C01BC04,80,N,10.63
214,Amarhyton 50 mg tvrdé kapsuly s predĺženým uvoľňovaním,1G,cps pld 30x50 mg (blis.PVC/PVDC/Al),C01BC04,45,N,4.73
215,Ambrisentan AOP 5 mg filmom obalené tablety,1G,tbl flm 30x1x5 mg (blis.PVC/PVDC/Al-jednotliv.dáv.),C02KX02,62,N,9.95
216,Ambrisentan Zentiva 5 mg filmom obalené tablety,1G,tbl flm 30x1x5 mg (blis.PVC/PVDC/Al-jednotliv.dáv.),C02KX02,46,N,5.33
217,AMGEVITA 40 mg injekčný roztok naplnený v injekčnej striekačke,1B,"sol inj 2x0,8 ml/40 mg (striek.inj.skl.napl.)",L04AB04,64,A,7.82
218,AMGEVITA 40 mg injekčný roztok naplnený v injekčnom pere,1B,"sol inj 2x0,8 ml/40 mg (pero inj.skl.napl.-SureClick)",L04AB04,87,N,13.65
219,AMICLOTON,1G,"tbl 30x2,5 mg/25 mg (blis.PVC/Al)",C03EA06,87,A,9.48
220,Amiokordin 200 mg,1G,tbl 60x200 mg (blis.Al/PVC),C01BD01,76,A,4.14
4189,Verimmus 10 mg tablety,1G,tbl 30x10 mg (blis.OPA/Al/PVC/Al),L01EG02,20,A,9.87
4190,Verimmus 5 mg tablety,1G,tbl 30x5 mg (blis.OPA/Al/PVC/Al),L01EG02,4,A,7.66
4191,Vermox,O,tbl 6x100 mg (blis.PVC/Al),P02CA01,93,N,13.94
4192,VEROGALID ER 240 mg,1G,tbl plg 30x240 mg (liek.PE),C08DA01,46,N,6.63
4193,VEROSPIRON,O,tbl 100x25 mg (blis.PVC/Al),C03DA01,29,N,3.34
4194,Verquvo 10 mg filmom obalené tablety,O,tbl flm 14x10 mg (blis.PVC/PVDC/Al),C01DX22,95,N,1.28
4195,"Verquvo 2,5 mg filmom obalené tablety",O,"tbl flm 14x2,5 mg (blis.PVC/PVDC/Al)",C01DX22,65,A,7.52
4196,Verquvo 5 mg filmom obalené tablety,O,tbl flm 14x5 mg (blis.PVC/PVDC/Al),C01DX22,49,N,14.89
4197,VERRIA 200 mg filmom obalené tablety,1G,tbl flm 14x200 mg (blis.PVC/Al),J02AC03,3,N,14.53
4198,Versatis 700 mg liečivá náplasť,O,emp med 6x(5x700 mg) (vre.papier/PE/Al/kopol.etylénmetakryl.kys.),N01BB02,37,N,10.72
4199,Vesicare 10 mg,O,tbl flm 100x10 mg (blis.PVC/Al),G04BD08,30,N,2.65
4200,"Vesomni 6 mg/0,4 mg tablety s riadeným uvoľňovaním",O,"tbl mod 100x6 mg/0,4 mg (blis.Al/Al)",G04CA53,66,N,3.38
4201,VESOXX 1 mg/ml,O,sol inr 100x10 ml/10 mg (striek.inj.napl.),G04BD04,96,A,3.88
4202,VESSEL DUE F kapsuly,O,cps 60x250 LSU (blis.PVC/PVDC/Al),B01AB11,7,N,3.45
4203,VFEND 200mg filmom obalené tablety,O,tbl flm 14x200 mg (blisPVC/Al/PLC/PVDC),J02AC03,83,A,13.61
4204,VIDONORM 4 mg/10 mg tablety,1G,tbl 30x4 mg/10 mg (blis. PA/Al/PVC/Al),C09BB04,28,A,11.74
4205,VIDONORM 4 mg/5 mg tablety,1G,tbl 30x4 mg/5 mg (blis.PA/Al/PVC/Al),C09BB04,47,N,6.53
4206,VIDONORM 4 mg/5 mg tablety,1G,tbl 90x4 mg/5 mg (blis.PA/Al/PVC/Al),C09BB04,20,N,8.62
4207,VIDONORM 8 mg/10 mg tablety,1G,tbl 30x8 mg/10 mg (blis.PA/Al/PVC/Al),C09BB04,50,N,10.29
4208,VIDONORM 8 mg/10 mg tablety,1G,tbl 90x8 mg/10 mg (blis.PA/Al/PVC/Al),C09BB04,51,A,7.34
4209,VIDONORM 8 mg/5 mg tablety,1G,tbl 30x8 mg/5 mg  (blis. PA/Al/PVC/Al),C09BB04,49,N,5.77
4210,VIDONORM 8 mg/5 mg tablety,1G,tbl 90x8 mg/5 mg  (blis. PA/Al/PVC/Al),C09BB04,32,N,5.42
4211,VIGAMOX,O,int opo 1x5 ml/25 mg (fľ.PE s dávkovačom),S01AE07,87,A,14.39
4212,Viglita,1G,tbl 60x50 mg (blis.OPA/Al/PVC/Al),A10BH02,84,A,11.36
4213,Vildagliptin Sandoz 50 mg,1G,tbl 60x50 mg (blis.PA/Al/PVC/Al),A10BH02,54,A,7.26
4214,Vildagliptin STADA 50 mg,1G,tbl 60x50 mg (blis.OPA/Al/PVC/Al),A10BH02,28,N,14.3
4215,Vildagliptin/Metformin Sandoz 50 mg/1000 mg,1G,tbl flm 60x50 mg/1000 mg (blis.PA/Al/PVC/Al),A10BD08,66,N,4.69
4216,Vildagliptin/Metformin Sandoz 50 mg/850 mg,1G,tbl flm 60x50 mg/850 mg (blis.PA/Al/PVC/Al),A10BD08,54,A,7.65
4217,Vildagliptin/Metformin STADA 50 mg/1000 mg filmom obalené tablety,1G,tbl flm 60x1x50 mg/1000 mg (blis.OPA/Al/PVC/Al-jednotliv.dáv.),A10BD08,70,N,7.27
4218,Vildagliptin/Metformin STADA 50 mg/850 mg filmom obalené tablety,1G,tbl flm 60x1x50 mg/850 mg (blis.OPA/Al/PVC/Al-jednotliv.dáv.),A10BD08,57,A,4.07
4219,Vimetso 50 mg/1000 mg filmom obalené tablety,1G,tbl flm 60x50 mg/1000 mg (blis.OPA/Al/PVC/Al),A10BD08,91,N,14.74
4220,Vimetso 50 mg/850 mg filmom obalené tablety,1G,tbl flm 60x50 mg/850 mg (blis.OPA/Al/PVC/Al),A10BD08,16,A,12.39
4221,Vimpat 100 mg filmom obalené tablety,O,tbl flm 56x100 mg (blis.PVC/PVDC/Al),N03AX18,16,N,7.48
4222,Vimpat 150 mg filmom obalené tablety,O,tbl flm 56x150 mg (blis.PVC/PVDC/Al),N03AX18,67,N,4.08
4223,Vimpat 200 mg filmom obalené tablety,O,tbl flm 56x200 mg (blis.PVC/PVDC/Al),N03AX18,51,A,7.59
4224,Vimpat 50 mg filmom obalené tablety,O,tbl flm 56x50 mg (blis.PVC/PVDC/Al),N03AX18,97,A,5.16
4225,Vinorelbine Glenmark 20 mg,1G,cps mol 1x20 mg (blis.PVC/PVDC/Al s bezpeč.vrstvou),L01CA04,82,N,3.71
4226,Vinorelbine Glenmark 30 mg,1G,cps mol 1x30 mg (blis.PVC/PVDC/Al s bezpeč.vrstvou),L01CA04,4,N,11.52
4227,"Vipdomet 12,5 mg/1000 mg filmom obalené tablety",O,"tbl flm 56x12,5 mg/1000 mg (blis.PCTFE/PVC/Al)",A10BD13,46,A,13.33
4228,"Vipdomet 12,5 mg/850 mg filmom obalené tablety",O,"tbl flm 56x12,5 mg/850 mg (blis.PCTFE/PVC/Al)",A10BD13,93,N,2.56
4229,"Vipidia 12,5 mg filmom obalené tablety",O,"tbl flm 28x12,5 mg (blis.PCTFE/PVC/Al)",A10BH04,47,A,1.75
4230,Vipidia 25 mg filmom obalené tablety,O,tbl flm 28x25 mg (blis.PCTFE/PVC/Al),A10BH04,21,A,8.85
4231,Viread 245 mg filmom obalené tablety,O,tbl flm 30x245 mg (fľa.HDPE),J05AF07,23,N,7.95
4232,Viregyt-K,1G,cps 50x100 mg (liek.skl.hnedá),N04BB01,31,N,14.95
4233,Visanne,O,tbl 28x2 mg (blis.PVDC/PVC/Al),G03DB08,38,N,10.33
4234,VISIPAQUE 270 mg I/1 ml,O,sol inj 10x100 ml (fľ.PP),V08AB09,2,N,2.93
4235,VISIPAQUE 270 mg I/1 ml,O,sol inj 10x50 ml (fľ.PP),V08AB09,70,A,10.4
4236,VISIPAQUE 320 mg I/1 ml,O,sol inj 10x100 ml (fľ.PP),V08AB09,74,N,2.15
4237,VISIPAQUE 320 mg I/1 ml,O,sol inj 10x200 ml (fľ.PP),V08AB09,22,A,12.35
4238,VISIPAQUE 320 mg I/1 ml,O,sol inj 10x50 ml (fľ.PP),V08AB09,96,N,5.25
4239,VISIPAQUE 320 mg I/1 ml,O,sol inj 6x500 ml (fľ.PP),V08AB09,61,A,11.67
4240,VITAMIN B12 LÉČIVA 1000 µg,O,sol inj 5x1 ml/1000 µg (amp.skl.),B03BA01,73,N,12.58
4241,VITAMIN B12 LÉČIVA 300 µg,O,sol inj 5x1 ml/300 µg (amp.skl.),B03BA01,53,N,4.07
4242,Vokanamet 150 mg/1000 mg filmom obalené tablety,O,tbl flm 60x150 mg/1000 mg (fľ.HDPE),A10BD16,17,A,8.87
4243,Vokanamet 50 mg/1000 mg filmom obalené tablety,O,tbl flm 60x50 mg/1000 mg (fľ.HDPE),A10BD16,98,A,14.5
4244,Volibris 5 mg filmom obalené tablety,O,tbl flm 30x5 mg (blis.PVC/PVDC/Al),C02KX02,96,A,2.13
4245,Voltaren Rapid 50 mg,O,tbl obd 20x50 mg,M01AB05,1,A,6.96
4246,Vorikonazol Sandoz 200 mg filmom obalené tablety,1G,tbl flm 14x200 mg (blis.PVC/PVDC/Al),J02AC03,10,N,3.63
4247,Vosevi 400 mg/100 mg/100 mg filmom obalené tablety,O,tbl flm 28x400 mg/100 mg/100 mg (fl.HDPE),J05AP56,8,A,13.28
4248,Votrient 200 mg filmom obalené tablety,O,tbl flm 90x200 mg (fľ.HDPE),L01EX03,18,A,9.61
4249,Votrient 400 mg filmom obalené tablety,O,tbl flm 30x400 mg (fľ.HDPE),L01EX03,77,N,4.35
4250,"V-PENICILIN BBP 0,8 MIU tablety",1G,tbl 30x800 KU (blis.PVC/Al),J01CE02,25,N,7.26
4251,"V-PENICILIN BBP 1,2 MIU tablety",1G,"tbl 30x1,2 MU (blis.PVC/Al)",J01CE02,79,A,12.28
4252,VPRIV 400 jednotiek prášok na infúzny roztok,O,plv ifo 5x400 U (liek.inj.skl.),A16AB10,59,N,7.01
4253,Wamlox 10 mg/160 mg filmom obalené tablety,1G,tbl flm 30x10 mg/160 mg (blis.OPA/Al/PVC/Al),C09DB01,63,N,13.8
4254,Wamlox 5 mg/160 mg filmom obalené tablety,1G,tbl flm 30x5 mg/160 mg (blis.OPA/Al/PVC/Al),C09DB01,65,A,9.24
4255,Wamlox 5 mg/80 mg filmom obalené tablety,1G,tbl flm 30x5 mg/80 mg (blis.OPA/Al/PVC/Al),C09DB01,54,A,7.53
4256,WARFARIN ORION 3 mg,O,tbl 100x3 mg (liek.HDPE),B01AA03,79,A,6.59
4257,WARFARIN ORION 5 mg,O,tbl 100x5 mg (liek.HDPE),B01AA03,82,A,13.98
4258,Warfarin PMCS 2 mg,1G,tbl 100x2 mg (blis.PVC/Al),B01AA03,39,N,11.94
4259,Warfarin PMCS 5 mg,1G,tbl 100x5 mg (blis.PVC/Al),B01AA03,86,N,13.3
4260,Water for Injection Bieffe,1G,lif par 1x500 ml (fľa.skl.),V07AB,99,N,7.28
4261,Wilate 500,O,plv iol 1x500 IU FVIII/500 IU VWF +1x5 ml solv. (liek.skl.),B02BD06,65,A,2.47
4262,Willfact,O,plv iol 1x1000 IU + 1x10 ml solv. (liek.inj.skl.),B02BD10,84,N,3.25
4263,XALACOM,O,"int opo 3x2,5 ml (fľ.+aplikátor)",S01ED51,69,A,7.29
4264,XALATAN,O,"int opo 1x2,5 ml (fľ.LDPE)",S01EE01,17,A,1.09
4265,XALATAN,O,"int opo 3x2,5 ml (fľ.LDPE)",S01EE01,65,N,7.35
4266,XALKORI 200 mg tvrdé kapsuly,O,cps dur 60x200 mg (blis.PVC/alu),L01ED01,49,N,9.79
4267,XALKORI 250 mg tvrdé kapsuly,O,cps dur 60x250 mg (blis.PVC/alu),L01ED01,58,N,12.52
4268,"XANAX 0,25 mg",O,"tbl 30x0,25 mg (blis.PVC/Al)",N05BA12,18,A,4.61
4269,"XANAX 0,5 mg",O,"tbl 30x0,5 mg (blis.PVC/Al)",N05BA12,75,N,4.55
4270,XANAX 1 mg,O,tbl 30x1 mg (blis.PVC/Al),N05BA12,3,N,1.37
4271,"XANAX SR 0,5 mg",O,"tbl plg 30x0,5 mg (blis.PA/Al/PVC)",N05BA12,86,N,5.23
4272,XANAX SR 1 mg,O,tbl plg 30x1 mg (blis.PA/Al/PVC),N05BA12,6,N,10.34
4273,Xanirva 15 mg filmom obalené tablety,1G,tbl flm 28x15 mg (blis.PVC/Al),B01AF01,38,N,11.95
4274,Xanirva 15 mg filmom obalené tablety,1G,tbl flm 42x15 mg (blis.PVC/Al),B01AF01,30,N,14.24
4275,Xanirva 15 mg filmom obalené tablety,1G,tbl flm 98x15 mg (blis.PVC/Al),B01AF01,39,N,13.52
4276,Xanirva 20 mg filmom obalené tablety,1G,tbl flm 28x20 mg (blis.PVC/Al),B01AF01,57,N,13.44
4277,Xanirva 20 mg filmom obalené tablety,1G,tbl flm 98x20 mg (blis.PVC/Al),B01AF01,53,N,6.72
4278,Xapimant 10 mg filmom obalené tablety,1G,tbl flm 56x10 mg (blis.PVC/PVDC/Al),N06DX01,94,A,5.88
4279,Xarelto 10 mg filmom obalené tablety,O,tbl flm 10x10 mg (blis.PP/Al),B01AF01,61,N,13.77
4280,Xarelto 15 mg filmom obalené tablety,O,tbl flm 28x15 mg (blis.PP/Al),B01AF01,76,N,7.06
4281,Xarelto 15 mg filmom obalené tablety,O,tbl flm 42x15 mg (blis.PP/Al),B01AF01,35,A,3.78
4282,Xarelto 15 mg filmom obalené tablety,O,tbl flm 98x15 mg (blis.PP/Al),B01AF01,47,N,10.61
4283,"Xarelto 2,5 mg filmom obalené tablety",O,"tbl flm 56x2,5 mg (blis.PP/Al)",B01AF01,74,A,8.57
4284,Xarelto 20 mg filmom obalené tablety,O,tbl flm 28x20 mg (blis.PP/Al),B01AF01,71,A,14.55
4285,Xarelto 20 mg filmom obalené tablety,O,tbl flm 98x20 mg (blis.PP/Al),B01AF01,7,A,3.08
4286,Xefo 4 mg filmom obalené tablety,O,tbl flm 50x4 mg (blis.PVC/Al),M01AC05,8,A,14.49
4287,Xefo 4 mg/ml,O,plv iol 1x8 mg+1x2 ml solv. (liek.inj.skl.jantár.+amp.skl.),M01AC05,11,N,6.54
4288,Xefo 8 mg filmom obalené tablety,O,tbl flm 50x8 mg (blis.PVC/Al),M01AC05,84,N,9.3
4289,Xefo Rapid,1G,tbl flm 10x8 mg (blis.OPA/Al/PVC/Al),M01AC05,19,N,13.87
4290,XELJANZ 11 mg tablety s predĺženým uvoľňovaním,O,tbl plg 28x11 mg (blis.Al/PVC/Al),L04AA29,31,A,8.71
4291,XELJANZ 5 mg filmom obalené tablety,O,tbl flm 56x5 mg (blis.Al/PVC/Al),L04AA29,27,A,8.43
4292,XEOMIN 100 jednotiek prášok na injekčný roztok,O,plv ino 1x100 LD50 (liek.inj.skl.),M03AX01,1,A,13.81
4293,Xeplion 100 mg injekčná suspenzia s predĺženým uvoľňovaním,O,sus ijp 1x100 mg (striek.napln.skl.+2 ihly),N05AX13,78,A,7.5
4294,XEPLION 150 mg injekčná suspenzia s predĺženým uvoľňovaním,O,sus ijp 1x150 mg (striek.napln.skl.+2 ihly),N05AX13,70,A,3.97
4295,Xeplion 50 mg injekčná suspenzia s predĺženým uvoľňovaním,O,sus ijp 1x50 mg (striek.napln.skl.+2 ihly),N05AX13,79,N,12.68
4296,Xeplion 75 mg injekčná suspenzia s predĺženým uvoľňovaním,O,sus ijp 1x75 mg (striek.napln.skl.+2 ihly),N05AX13,34,N,10.42
4297,Xermelo 250 mg filmom obalené tablety,O,tbl flm 90x250 mg (blis.PVC/PCTFE/PVC/Al),A07XA05,5,N,3.66
4298,XGEVA 120 mg injekčný roztok,O,"sol inj 1x1,7 ml/120 mg (liek.inj.skl.)",M05BX04,86,N,12.02
4299,Xigduo 5 mg/1000 mg filmom obalené tablety,O,tbl flm 196(2x98)x5 mg/1000 mg (blis.PVC/Aclar/Al),A10BD15,17,N,5.74
4300,Xigduo 5 mg/1000 mg filmom obalené tablety,O,tbl flm 60x5 mg/1000 mg (blis.PVC/Aclar/Al),A10BD15,29,N,10.52
4301,Xolair 150 mg injekčný roztok,O,sol inj 1x 1 ml/150 mg,R03DX05,76,N,4
4302,Xolair 75 mg injekčný roztok,O,"sol inj 1x 0,5 ml/75 mg",R03DX05,92,N,3.52
4303,Xorimax 250 mg,1G,tbl obd 10x250 mg (blis. Al/Al),J01DC02,46,A,4.95
4304,Xorimax 500 mg,1G,tbl obd 10x500 mg (blis. Al/Al),J01DC02,79,A,1.3
4305,Xtandi 40 mg filmom obalené tablety,O,tbl flm 112(4x28)x40 mg (blis.PVC/PCTFE/Al),L02BB04,11,N,6.5
